timestamp,tds_v,tempC,ph_v
19,0.03065,17.500,6.03387
20,0.02903,17.500,6.04194
20,0.03548,17.500,6.03065
21,0.02742,17.500,6.03226
21,0.02097,17.500,6.04032
22,0.02581,17.500,6.03548
23,0.03065,17.500,6.04032
23,0.03065,17.500,6.04355
24,0.02742,17.500,6.03710
24,0.03387,17.500,6.04032
25,0.02097,17.500,6.03871
26,0.03065,17.500,6.03548
26,0.02903,17.500,6.03871
27,0.03226,17.500,6.04194
27,0.03548,17.500,6.03548
28,0.02419,17.500,6.03387
29,0.03065,17.500,6.03548
29,0.02419,17.500,6.03871
30,0.02742,17.500,6.03065
30,0.02097,17.500,6.04032
31,0.02903,17.500,6.04032
32,0.03226,17.500,6.03710
32,0.02419,17.500,6.03226
33,0.02258,17.500,6.03548
33,0.01452,17.500,6.03226
34,0.03226,17.500,6.03871
34,0.03226,17.500,6.04032
35,0.03710,17.500,6.03387
36,0.01774,17.500,6.04032
36,0.00968,17.500,6.03387
37,0.02742,17.500,6.03387
37,0.02581,17.500,6.03387
38,0.03065,17.500,6.03710
39,0.04194,17.500,6.03387
39,0.03065,17.500,6.03387
40,0.02742,17.500,6.04032
40,0.01935,17.500,6.03548
41,0.02742,17.500,6.04032
42,0.02903,17.500,6.04032
42,0.03387,17.500,6.03871
43,0.02581,17.500,6.03710
43,0.03871,17.500,6.03710
44,0.06613,17.500,6.03548
45,0.01774,17.500,6.03548
45,0.02742,17.500,6.03387
46,0.03226,17.500,6.03387
46,0.02419,17.500,6.03871
47,0.01935,17.500,6.03871
48,0.03710,17.500,6.04194
48,0.02742,17.500,6.03871
49,0.03065,17.500,6.04194
49,0.02903,17.500,6.04516
50,0.02419,17.500,6.04677
51,0.02419,17.500,6.03387
51,0.02742,17.500,6.03710
52,0.03871,17.500,6.04032
52,0.03548,17.500,6.03710
53,0.02419,17.500,6.03871
53,0.04032,17.500,6.03710
53,0.02419,17.500,6.03387
54,0.03387,17.500,6.03871
54,0.03065,17.500,6.02903
55,0.02742,17.500,6.04032
56,0.03065,17.500,6.03226
56,0.02097,17.500,6.03710
57,0.03548,17.500,6.03710
57,0.03387,17.500,6.03548
58,0.02419,17.500,6.04194
59,0.04516,17.500,6.03548
59,0.03065,17.500,6.03710
60,0.02581,17.500,6.03871
60,0.02742,17.500,6.03387
61,0.02742,17.500,6.03387
61,0.02903,17.500,6.03387
62,0.02903,17.500,6.03871
63,0.02903,17.500,6.03387
63,0.02742,17.500,6.03226
64,0.03226,17.500,6.03065
64,0.02581,17.500,6.02581
65,0.02903,17.500,6.04355
66,0.02097,17.500,6.03548
66,0.01129,17.500,6.02742
67,0.02419,17.500,6.03226
67,0.03710,17.500,6.04032
68,0.02742,17.500,6.03871
69,0.03710,17.500,6.03871
69,0.03387,17.500,6.04032
70,0.03065,17.500,6.04194
70,0.02258,17.500,6.03710
71,0.02742,17.500,6.02903
72,0.03065,17.500,6.03387
72,0.03226,17.500,6.03387
73,0.02903,17.500,6.05000
73,0.03065,17.500,6.03387
74,0.02097,17.500,6.04032
75,0.02419,17.500,6.03065
75,0.02742,17.500,6.03710
76,0.03871,17.500,6.04032
76,0.02419,17.500,6.03226
77,0.02258,17.500,6.04194
78,0.02419,17.500,6.03871
78,0.01613,17.500,6.03387
79,0.02258,17.500,6.03710
79,0.02419,17.500,6.03387
80,0.03226,17.500,6.03226
81,0.02903,17.500,6.03226
81,0.02742,17.500,6.03065
82,0.02903,17.500,6.03548
82,0.01774,17.500,6.03871
83,0.02742,17.500,6.03548
83,0.03226,17.500,6.03387
84,0.02742,17.500,6.03871
85,0.03065,17.500,6.04032
85,0.02903,17.500,6.03387
86,0.02903,17.500,6.04355
86,0.02581,17.500,6.04355
87,0.02419,17.500,6.03548
88,0.01129,17.500,6.04032
88,0.02903,17.500,6.02581
89,0.02097,17.500,6.03871
89,0.02742,17.500,6.03548
90,0.02419,17.500,6.03548
91,0.03065,17.500,6.03871
91,0.02581,17.500,6.03710
92,0.02097,17.500,6.04032
92,0.02581,17.500,6.03710
93,0.03065,17.500,6.04516
93,0.01935,17.500,6.03871
94,0.02742,17.500,6.03710
